custom_id,model_name,reasoning_model,bug_report_title,bug_report_description,affected_item,reasoning_judge,match
question___db1fa2b8-a5e1-4892-9908-fcdc3a7b65d9,o4-mini-2025-04-16,"The black horse’s head geometry is completely missing or clipped out during the collision sequence, and the rider’s arms are floating in a fixed T-pose rather than gripping the reins, indicating a model rendering or clipping error.",Black Horse Head Model Missing and Rider Arm Clipping,"When two horses collide at speed, the black horse’s head mesh fails to render or is clipped out, leaving the animal looking headless. At the same time, the rider’s arms remain locked in mid-air instead of moving to hold the reins. This breaks visual continuity, undermines immersion, and may confuse players about collision boundaries or NPC control states.",Character models (black horse and rider)  ,"Ground truth: deformation of rider’s torso/hands—upper body twisted 180° and pinched at waist. Generated: horse head disappears when horses collide; rider’s arms locked in mid-air (animation/position issue). No mention of torso twist or spiral deformation; generated adds horse head missing, which GT doesn’t mention. Core issues are different.",False
question___b1e6d1df-9694-47ee-8199-d1d6182f59f1,o4-mini-2025-04-16,"A humanoid/character model appears clipped through the bottom of the aircraft and is floating beneath the fuselage, which shouldn’t happen during normal flight rendering.",Passenger/Character Model Clipping Beneath Aircraft,"During flight, a passenger or character model is visibly detached from the interior and is rendered under the aircraft’s belly. The model floats in mid-air beneath the plane rather than remaining inside the cabin. This break in immersion may distract players, cause camera collisions, or interfere with exterior views.",Character model (passenger) under aircraft,"Both descriptions identify the same underlying problem: a human/character model that should be inside (or otherwise normally positioned relative to) the airplane ends up located underneath the aircraft. The ground truth notes the person is “sitting in an upside down position beneath the airplane,” while the generated report says the model is “rendered under the aircraft’s belly … floating in mid-air beneath the plane.” Though the generated report doesn’t explicitly state the model is upside down, the critical defect—an erroneously placed person beneath the plane—is the same. Therefore, the generated bug report matches the ground truth issue.",True
question___8c10e1e3-59f3-47e8-b4dd-55120b7559cb,o4-mini-2025-04-16,"The player camera is clipping into the terrain geometry, placing the view inside a rock face and below the intended play area. You can see the underside of the structure and water below, indicating the player has fallen through or into the map mesh.",Camera Clipping Into Terrain / Underside-of-Map View,"When the player falls or moves against the rock face in this section of the map, the camera penetrates the terrain mesh, trapping the view inside the rock and exposing the underside of the environment. The result is a brown, featureless rock plane overhead, with water rendered far below. This not only breaks immersion but leaves the player unable to navigate or interact with objectives until they reload or respawn.",Environment Geometry (Terrain Mesh),"Ground truth bug: the player character physically falls through the map and ends up underneath the ground. Generated report: the camera clips through the terrain when the player is near a rock face, giving a view of the map’s underside, but it describes the camera—not the player character—going inside the mesh. There is no explicit mention that the player character itself is beneath the ground; issue is visual/camera clipping. Thus the core issues do not match.",False
question___248b3fac-9f83-40e4-85c7-89d7731a4715,o4-mini-2025-04-16,"In the screenshot there is an NPC crouching directly behind the horse on the right, but most of the character’s body (head and torso) is clipped inside the horse’s mesh and rendered invisible. This indicates a collision or animation blending issue where the character model is intersecting the horse without proper occlusion or separation.",Crouching NPC Clips and Becomes Invisible Inside Horse Mesh,"When an NPC crouches directly behind a mounted horse, the character model clips into the horse’s geometry. As a result, the NPC’s head and upper body are not rendered, making the soldier appear to vanish. This visual glitch can be distracting, breaks immersion, and may hide the presence of friendly units in the field.",NPC character model,"Ground truth: a person positioned beneath the brown horse on the right, and the person’s head clips into the horse’s body. Generated: when an NPC crouches behind a mounted horse, the NPC clips into the horse mesh; the head and upper body disappear. Both describe the same visual glitch: a character gets too close to a horse, the model intersects with the horse’s geometry, and the head is inside/hidden by the horse. Location details (beneath/right vs behind) differ slightly but don’t change the core issue of head-clipping into the horse. Therefore they refer to the same bug.",True
question___6230fe66-9a4a-47c4-a346-66e8fdd7a60c,o4-mini-2025-04-16,"The player character’s arms and weapon are visibly intersecting the door mesh rather than being occluded or pushed aside, indicating an animation or collision mismatch between the door and the character model.",Player Model Clipping Through Door Mesh,"When the door is opening, its animation and collision boundaries fail to properly interact with nearby player models. As a result, the CT character’s arms and rifle clip directly through the metal door panel. This affords unintended visibility of the player’s position and may allow exploits such as peeking or getting stuck inside the door geometry.",Environment (door mesh and collision),"Both descriptions focus on the same core issue: parts of the player character (hand/arms) and their weapon (rifle) visually intersect or clip into the door geometry when the door opens. The generated report elaborates on potential exploits and mentions collision boundaries, but this does not change the fact that it is describing the identical clipping problem identified in the ground truth.",True
question___dc514419-1d5d-4796-afce-837e9dfe7fd1,o4-mini-2025-04-16,"The half-track’s towed artillery piece on the right shows only one spoked wheel and appears clipped into the chassis, with the left wheel completely missing and the carriage misaligned. This is not consistent with normal game models for a two-wheeled gun hitch.",Towed Artillery Wheel Missing and Clipped into Half-Track,"When hitching the artillery piece to the half-track, the model only renders the right wheel of the gun carriage; the left wheel is absent. Additionally, the gun’s carriage is rotated and intersects the vehicle’s side, causing visible clipping between the gun and the half-track body. This visual glitch may make it unclear whether the gun is properly attached and could confuse players during towing sequences.",Towed artillery carriage,"Ground truth bug is about two character models on top of an infantry vehicle clipping into each other and into the vehicle. Generated report talks about a missing wheel on a towed artillery piece and the gun carriage clipping into a half-track. No characters involved, different assets (artillery vs characters), different circumstances (towing vs sitting). Therefore they do not describe the same bug.",False
question___325f1e08-52bb-4b5c-98d0-f2d3338aa094,o4-mini-2025-04-16,"The player’s shotgun barrel is visibly intersecting the ally character’s model (LOVECHICKEN), indicating that collision between the weapon and character mesh is not being handled properly.",Weapon Model Clipping Through Ally Character,"When the player aims the shotgun at a nearby teammate, the shotgun barrel phases through the teammate’s torso and legs instead of stopping at the character’s collision bounds. This creates a distracting visual overlap, breaks immersion, and could obscure important on-screen information during tight combat encounters.",Weapon model and ally character model,"The ground truth bug concerns a specific character (LOVECHICKEN) appearing in a T-pose with a slightly tilted head, indicating an animation or pose error. The generated report instead discusses a weapon (shotgun) clipping through a teammate’s body when aiming, which is a collision/overlap issue between models. The topics, symptoms, and involved assets are entirely different; no overlap exists between a T-pose stance and weapon clipping.",False
question___7d987639-6c15-4ef0-a8a9-173657c01e44,o4-mini-2025-04-16,"In the screenshot of the festival crowd around the player’s car, the same NPC character models (for example, the green-plaid shirt male and the beanie-wearing females) appear multiple times in close proximity. This looks like a crowd-spawning or culling error rather than intentional repetition, breaking visual immersion.",Duplicate NPC Models in Crowd Leading to Obvious Cloning,"Multiple identical NPCs are rendered next to each other near the player’s vehicle, notably the same male in a green-plaid shirt and female characters wearing beanies. These duplicates break immersion and may indicate an error in the crowd-spawning or level-of-detail culling systems. This could confuse players about crowd density and detract from the event atmosphere.",NPC crowd characters,"Ground truth describes a clipping/intersection problem where a green-shirted character and two others have their bodies/legs intersecting a car. Generated report instead complains about duplicate NPC models (cloned characters) appearing together, with no mention of clipping through the vehicle. The core issues (clipping vs. duplication) are different.",False
question___2bf22802-e3e5-491e-8153-d1cf5fdd6dfb,o4-mini-2025-04-16,"The NPC’s legs and lower body are visibly intersecting and clipping through the wooden bench slats, indicating the collision mesh or geometry alignment is incorrect.",NPC Model Clipping Through Bench Slats,"When the NPC sits on the bench, her legs and lower torso geometry intersect with the bench slats instead of resting naturally on the seat surface. This clipping breaks immersion and may confuse players about proper collision boundaries. The issue appears to stem from misaligned collision meshes on either the bench or the character’s sitting pose.",Environment (bench) / character model,"Both descriptions talk about a character (person/NPC) seated on a bench whose position is incorrect, leading to their legs intersecting/clipping with the bench. The ground truth additionally notes that the character appears to be floating slightly above the bench, but that is a consequence of the same misalignment and clipping problem the generated report highlights. Core issue (misaligned sitting pose causing clipping with the bench) is the same in both.",True
question___8821b512-c3f5-41fc-a3e5-b370b14b0748,o4-mini-2025-04-16,"The handgun model is visibly floating behind the character’s shoulder with no attachment point or holster, indicating a missing animation or improper object binding.",Floating Pistol Model Behind Character,"A handgun asset is suspended in mid-air behind the player character instead of being holstered or placed on the table. The weapon does not respond to character animations or physics, breaking immersion and potentially confusing players about available equipment.",Weapon model (pistol prop),"Both descriptions refer to a firearm that appears to float unsupported behind the player character. The ground truth says the gun is floating because the person who should be holding it is not rendered; the generated report states the handgun is ""suspended in mid-air behind the player character"" and not reacting to animations—essentially the same visual glitch. No conflicting details are present.",True
question___e01c3392-9525-4039-932a-f39ba19d4999,o4-mini-2025-04-16,"The horse’s mane geometry is rendering on top of the minimap UI, indicating the world model draw order is incorrect relative to the UI layer.",Horse Geometry Clipping Over Minimap UI,"The horse’s mane and parts of its body are drawn above the bottom-left minimap overlay, clipping into the UI element. This breaks the expected UI layering, obscures map icons and border, and can hinder navigation by making the minimap less legible.",UI (minimap),"Ground truth speaks about a square bale incorrectly attached to a character’s hand and floating, i.e., a prop attachment/animation bug involving a bale. The generated report is about a horse’s geometry overlapping the minimap UI, i.e., a UI layering/clipping issue. They concern completely different objects, symptoms, and areas (prop attachment vs UI). Therefore they do not describe the same bug.",False
question___4398f2b0-4059-4fd5-9427-403a08e68e5f,o4-mini-2025-04-16,"In the background, one of the enemy NPCs is positioned horizontally and floating above the ground without any visible support or fall animation. This appears to be a ragdoll or placement issue, as the character should be standing or lying on the pavement rather than clipped in mid-air.",Enemy NPC Floating Mid-Air in Background,"During a combat encounter, an enemy NPC appears suspended horizontally several feet above the street surface, with no ground collision or proper ragdoll animation. This makes the character look clipped into thin air and breaks immersion. It could also lead to unintended targeting or collision detection issues if players attempt to shoot or interact with the stuck NPC.",Enemy NPC ragdoll placement,"Ground truth bug: only a disembodied hand (with a weapon) is visible floating at left of image; implies missing body/attachment issue. Generated report: entire enemy NPC character model floats above ground, ragdoll/collision problem. The type of artifact, object involved, and nature of error differ (disembodied hand vs whole NPC; attachment vs position). Therefore they do not describe the same bug.",False
question___a40f7687-6d2f-4edf-9925-e3f0f0212059,o4-mini-2025-04-16,"The character model is intersecting with the rock geometry, causing the torso and legs to be partially buried in the cliff face rather than resting on the surface. This appears to be a collision or clipping error.",Character Model Clipping Into Environment,"When the player or companion stands near the edge of this rocky slope, their character model sinks into and intersects the rock surface. The lower body and legs are embedded in the geometry, leaving only the upper torso visible. This clipping glitch breaks visual immersion and could potentially trap the character against the rock, impacting movement and interaction.",Character model (player/companion) collision,"Both the ground truth and the generated report describe the same core issue: the character model clips/intersects with rock terrain. The generated report elaborates on the symptoms (lower body embedded, potential trapping) but does not introduce a different problem. Therefore, they match.",True
question___cabc4187-a7f7-4afe-afde-8e9fbdbcf475,o4-mini-2025-04-16,"While scoped in with the sniper rifle, the grenade HUD icon is drawn inside the circular scope mask instead of outside it, indicating a UI layering/clipping error in scoped mode.",Grenade HUD icon rendered inside sniper scope overlay,"When the player aims through the sniper scope, the grenade HUD icon appears near the top center of the scope’s circular view instead of being hidden or positioned outside the mask. This misplaced icon can obstruct the player’s sight picture, reduce aiming precision, and distract during engagement. The issue appears to stem from incorrect HUD element culling or layering logic when entering scoped view.",UI (HUD),Ground truth bug is about a physical object (a car) clipping through the terrain and being partially submerged. The generated report is about a UI issue where a grenade icon appears inside a sniper scope overlay. These involve entirely different systems (world geometry vs. HUD rendering) and describe unrelated symptoms and contexts.,False
question___3b3cf9f9-bb24-4c9c-9a1b-50194601fdd0,o4-mini-2025-04-16,There is a wooden board/shelf directly behind the character’s torso that appears to be floating in mid-air without any visible support or attachment. It does not align with the rest of the shelving unit and breaks immersion by defying expected physics and level geometry.,Floating Shelf Element Behind NPC,"A wooden board or small shelf is rendered in mid-air behind the NPC’s back, with no brackets or supports connecting it to the wall or surrounding furniture. This asset appears to be either misplaced or missing its parent fixture, resulting in a floating object that disrupts level continuity and player immersion. Players passing behind the NPC at certain angles may notice the shelf clipping through the character model or the wall, further highlighting the graphical inconsistency.",Environment (floating board/shelf object),"Ground truth describes a specific issue: sheets of paper appearing to float in the air. The generated report instead talks about a wooden board or shelf rendered in mid-air behind an NPC. Although both involve a floating environmental object, the assets (paper vs. shelf), location (generic air vs. behind NPC), and context differ. Therefore they are not describing the same bug.",False
question___de7a8468-e1f3-44f9-9b21-462b0a281885,o4-mini-2025-04-16,"The friendly NPC’s lower body is intersecting the metal sink geometry, with the character mesh clipping into and through the basin supports. This indicates a collision and rendering issue where the character’s bounding volume doesn’t properly respect environmental geometry.",NPC Model Clipping Through Sink Geometry,"When the player and NPC move close to the sink in the tiled room, the NPC’s character model clips into the sink basin and support bars. The thigh and hip areas of the NPC penetrate the metal sink, causing visible mesh overlap and unrealistic rendering. This glitch can break immersion and potentially interfere with line-of-sight collision checks.",NPC character model,"Ground truth describes a character whose legs penetrate the kitchen sink (clipping). The generated report describes an NPC model whose thigh/hip area penetrates (clips into) the sink basin. Both refer to a character model clipping through the kitchen sink geometry, i.e., the same visual clipping issue. Details like ""player and NPC move close"" or mention of immersion are extra, but do not change the core bug. Therefore they match.",True
question___69ab4c9c-0cc4-4332-ae29-4aa0cce4a8c9,o4-mini-2025-04-16,"The 3D keyboard mesh, intended to rest on the reception desk surface, is floating in midair and has become visually attached to the standing zombie’s torso. This indicates an item-parenting or clipping error where the keyboard object is not properly anchored to the desk and instead follows the zombie model.",Keyboard Mesh Clipping and Attaching to Zombie Model,"During gameplay in the hospital reception area, the keyboard prop that should remain on the desk is instead detached and clipped to the chest of a standing zombie NPC. The keyboard floats in midair at torso height and moves with the zombie, breaking immersion and potentially obstructing the player’s view. This bug may confuse players regarding interactable objects and detracts from the realism of the scene.",3D keyboard prop,"The ground truth issue is that the zombie’s body intersects the desk geometry (zombie clipped into the desk). The generated report instead describes the desk’s keyboard mesh detaching and becoming attached to the zombie’s torso, moving with the zombie. This involves the keyboard clipping, not the zombie clipping into the desk. Therefore the two descriptions refer to different visual bugs.",False
question___98092b09-796d-4956-8dc5-3e33ffe95606,o4-mini-2025-04-16,"The player character’s hair appears as a single overexposed white polygon with no shading, texture detail, or translucency. It also clips directly through the face mask, indicating the hair mesh or its shader/texture failed to load or render correctly.",Character Hair Shader/Texture Missing – Overexposed White Polygon,"When viewing the multiplayer lobby character, the hair mesh is rendered as a solid white, unshaded polygon. The normal hair textures, lighting, and transparency are missing, and the hair geometry erroneously clips through the character’s mask. This visual issue obscures facial details, breaks immersion, and may confuse players selecting or customizing their character.",Character model – hair mesh/shader,"Ground truth bug concerns incorrect positioning of character’s hand and gun with gun handle clipping into hand. Generated report describes missing hair shader/texture causing hair to render white and clip through mask; no mention of hand, gun, or their alignment. These are entirely different visual issues.",False
question___02983e91-c83d-4a83-a670-f07cd7df19db,o4-mini-2025-04-16,"The player character’s model appears to be caught in an unintended ragdoll/animation state: limbs are unnaturally bent, the torso is clipped through the ground plane, and the head is missing or invisible. These symptoms point to a physics or animation blending error.",Player model ragdoll/animation clipping and missing head,"When the player triggers certain movements or transitions (e.g., dropping or vaulting), the character’s skeletal mesh enters an invalid ragdoll state. The legs and arms snap to extreme angles, the torso clips through the terrain, and the head mesh fails to render. This visual error breaks immersion, may confuse players about their actual position, and could interfere with hit detection or camera tracking.",Player character model,"Ground truth focuses on a specific anomaly: the character is levitating above the ground while stuck in a sitting pose. The generated report instead describes a ragdoll/animation failure with limbs at extreme angles, torso clipping through terrain, and a missing head mesh. It does not mention floating above the ground or a sitting pose, while adding issues (head not rendering, clipping into terrain) that are absent from the ground truth. Therefore, they are not describing the same bug.",False
question___7e89ddca-b087-44b0-9b64-8c4e47fd3e56,o4-mini-2025-04-16,"The top surfaces of the aircraft’s wings are displaying a large black-and-white checkerboard pattern rather than the intended paint scheme or texture, indicating a missing or placeholder UV/material assignment.",Placeholder Checkerboard Texture on Wing Surfaces,The aircraft’s wing top faces have failed to load their correct paint or material and are instead rendered with a default checkerboard debug texture. This breaks visual immersion and makes it difficult to verify actual livery or damage on the wings. It may also indicate broader material-loading issues that could affect other aircraft components.,Aircraft wing surfaces,"Ground truth issue concerns character clipping through airplane geometry (collision/intersection problem). Generated report concerns missing texture/material on airplane wing, showing checkerboard placeholder. These involve different symptoms, causes, and affected elements; no overlap between character clipping and texture loading.
",False
question___36f97ecf-c5d0-4c52-a09d-ac6b079404c3,o4-mini-2025-04-16,"The red targeting highlight effect is visibly clipping through the wooden platform and ladder geometry instead of cleanly surrounding the NPC character, indicating a misalignment between the UI effect and in-world collision surfaces.",Targeting Highlight Effect Clips Through Environment,"When targeting the NPC on the overgrown platform, the red circular highlight effect intersectively renders through the wooden planks and ladder rungs. The effect appears misaligned with the character’s bounding box and penetrates world geometry, making it hard to visually confirm the target and breaking immersion. This could confuse players when selecting or engaging enemies.",UI targeting highlight effect,"Ground truth issue: character model’s leg and another character clip through ladder/ledge during climbing – a skeletal/animation collision issue involving character limbs and environment. Generated report: a UI targeting highlight effect (red circle) visually intersects world geometry when targeting NPC, misaligned to character’s bounding box – a rendering/UI overlay issue, not character limb clipping. Different objects, circumstances, and effects; no overlap beyond generic term “clipping.”",False
question___fe5f4c6f-fcc3-47be-91b6-a3648a93c724,o4-mini-2025-04-16,"The IT-specialist NPC is rendered without its head mesh and instead shows a dark void or black sphere where the head should be. The nameplate above the NPC also shows an empty white bar, suggesting a missing or unloaded texture or string.",NPC Head Mesh and Nameplate Placeholder Missing,"When interacting with the IT-specialist NPC, the character’s head model fails to render, leaving a void/black sphere and clipped neck area. Additionally, the UI nameplate above the NPC displays a plain white rectangle instead of the expected text or portrait. This breaks immersion, makes the NPC unrecognizable, and may confuse players about whom they are speaking with. The issue could stem from a missing mesh asset, LOD streaming failure, or a localization/text fallback problem.",Character Model (NPC Head) and UI Nameplate,"Ground truth bug: character leg raised and clipping through desk (animation/pose/clipping issue). Generated bug: NPC head mesh missing and nameplate placeholder shown (rendering asset/UI issue). No overlap in affected body part, symptom or context. Therefore they do not describe the same bug.",False
question___fef66676-e81f-407f-907c-1f1ec8c8246b,o4-mini-2025-04-16,"The NPC character is positioned on top of a car, but the lower half of their body is invisible and appears to be clipped into the car’s hood, indicating a rendering or collision‐handling issue between the character model and the vehicle mesh.",NPC Legs Clipped and Not Rendering on Vehicle,"When the NPC is standing on the car’s hood, the character’s legs sink into the vehicle mesh and disappear instead of rendering correctly in front of or on top of the hood. This clipping issue breaks visual immersion and makes it difficult for players to judge positioning during interactions or combat near vehicles.",NPC character model (leg geometry) / vehicle collision mesh,"Both descriptions refer to the same visual problem: when a character/NPC stands on a car, their legs clip or sink into the vehicle mesh, leading to an unrealistic appearance. The generated report mentions the legs disappearing into the hood, which is consistent with the ground truth’s description of legs clipping into the vehicle. No conflicting details are present.",True
question___c385395a-7cb4-4df0-80b6-cff43f00e9ab,o4-mini-2025-04-16,"During a dialogue scene, two character meshes are positioned so closely that the bald NPC’s head penetrates the guard’s helmet and facial geometry, creating obvious clipping artifacts.",Character Head Mesh Clipping Through Guard’s Helmet,"In the conversation UI, the NPC’s head overlaps and clips directly into the guard’s helmet and face. The bald head mesh pushes through the guard’s helmet brim and facial geometry, causing visual overlap and breaking the scene’s immersion. This issue could occur whenever two character models stand too close during cutscenes or dialogue, distracting the player and reducing polish.",Character models (NPC head mesh and guard helmet/face mesh),"Ground truth: visual bug where the heads of two characters intersect (their heads clip through each other).
Generated report: describes a scene where one NPC’s bald head mesh ""overlaps and clips directly into the guard’s helmet and face,"" i.e., the head of one character intersects the head area (helmet/face) of another character. This is the same fundamental issue: the head regions of two characters occupy the same space and visually clip. Although the generated report mentions a helmet, it still identifies the two characters’ head areas intersecting, which is exactly what the ground-truth statement describes.",True
