custom_id,model_name,reasoning_model,bug_report_title,bug_report_description,affected_item,reasoning_judge,match
question___af1715ee-f7ca-4366-b403-72b93e1f76d5,google/gemma-3-27b-it,"The character model appears to be missing textures on the body and head, resulting in a flat, unshaded appearance. This is likely a material or texture loading issue.",Character Model Missing Textures,"The character model is rendering without proper textures, appearing as a flat, purple shape. This affects the visual fidelity of the character and may indicate a problem with texture loading or material assignment. The issue is noticeable on the character's body, head, and armor. This could impact player immersion and potentially make the character difficult to identify.",Character Model,Ground truth bug concerns the character’s legs sinking/clipping into the ground (a positional/animation/physics issue). Generated report concerns missing textures causing the character to appear purple (a rendering/material issue). These are different visual problems with no overlapping cause or symptom.,False
question___a73071a7-26da-4dfa-a207-2ca87ffd65cc,google/gemma-3-27b-it,"The character's arms appear to be stretched and distorted, particularly the left arm which is excessively long and angled unnaturally. This suggests an issue with the character's animation or skeletal rigging.",Character Arm Distortion - Stretched/Unnatural Pose,The player character's arms are exhibiting a significant distortion. The left arm is noticeably elongated and bent at an unrealistic angle while holding the weapon. This affects the visual fidelity of the character and may indicate a problem with the animation system or skeletal mesh. It's possible this could occur during specific animations or transitions.,Character Model (Player),"Ground truth describes a rendering issue where most of the player character’s body is completely missing, leaving only the hand and gun visible, giving the appearance of a floating gun. The generated report instead talks about an arm-stretching distortion: the arm is elongated and bent unnaturally, implying the body is present but deformed. These are distinct problems (missing geometry vs. skeletal/animation distortion).",False
question___badde189-2012-4ec1-849e-8e50874d5b37,google/gemma-3-27b-it,"The character model's arms appear to be stretched and distorted, particularly the left arm which is abnormally long and angled. This is a clear deformation of the character's mesh.",Character Model - Distorted Arm Animation/Mesh,"The character model (likely an NPC) exhibits a significant visual glitch where the arms are stretched and distorted. The left arm is particularly affected, appearing excessively long and bent at an unnatural angle. This breaks immersion and suggests an issue with the character's rigging, animation, or mesh. It may occur during specific animations or transitions.",Character Model (NPC),"Ground truth: character next to wall is stuck in an A-pose (idle posed character, frozen in default A-pose).
Generated report: character’s arms are stretched/distorted, one arm excessively long and bent, suggesting mesh/rig deformation, not simply frozen in A-pose. No mention of being stuck, next to wall, or default pose; instead it describes arm distortion.
Therefore, they do not describe the same bug.",False
question___bbfbe796-7cc8-42ca-9f9c-6e71ccf5d169,google/gemma-3-27b-it,"The character appears to be clipping into the wall and the wooden pallet. Parts of the character's body are intersecting with solid objects, which is not intended behavior.",Character Clipping Through Environment,"The player character is clipping through the wall and a wooden pallet. The character's torso and legs are partially inside the wall and pallet, creating a visual distortion. This could potentially impact movement or interaction with the environment if the clipping is severe enough.","Character Model, Environment (Wall, Pallet)","Both reports mention the character model intersecting (clipping) with a wall, but the ground-truth issue also includes a conspicuous secondary symptom – a stream of water emerging from the character’s lower body. The generated report omits this water-emission aspect entirely and instead adds an element (wooden pallet) that the ground truth does not mention. Because the distinctive water effect is absent from the generated report, they are not describing the same full bug scenario.",False
question___f62dac69-9f3c-4544-8aa5-23f95fcb62cd,google/gemma-3-27b-it,"The character model appears to be clipping through the locker. The back and head of the character are intersecting with the locker's surface, which is not intended behavior.",Character Clipping Through Locker,The player character is clipping through a locker object. The character's back and head are visibly embedded within the locker's geometry. This visual glitch breaks immersion and could potentially interfere with player interaction if the interaction point is within the locker.,Character Model & Environment (Locker),"Ground truth: character’s face and hand penetrate a wall. Generated: character’s back and head penetrate a locker. Although both involve character-to-environment clipping, the specific environment object (wall vs. locker) and the body parts affected differ. Since bug reports usually distinguish between different objects and situations, these likely describe different clipping issues.",False
question___3a2e112d-c0be-4c4e-97b9-0c94b1f697c5,google/gemma-3-27b-it,"The web lines appear to be clipping through the characters' bodies, specifically through the arms and torso of both Spider-Men. This indicates an issue with the depth sorting or collision detection of the web effects.",Web Lines Clipping Through Characters,"Web lines are visually intersecting with the character models of both Spider-Men. The webs appear to pass *through* their arms and bodies instead of being rendered in front or behind them. This is noticeable during dynamic movement and web-swinging. While not game-breaking, it's a noticeable visual flaw that breaks immersion.",Character Models & Web Effects,"Ground truth bug is about the left Spider-Man’s body being partially invisible / not rendered. The generated report talks about web lines clipping through the characters, i.e., rendering order issue with webs intersecting models, not about parts of the body disappearing. These describe different visual problems.",False
question___b9a24028-98b7-4f14-a2aa-b4016815daa6,google/gemma-3-27b-it,The foliage outside the doorway appears to be clipping through the window frame and wall. This indicates an issue with the collision detection or rendering of the environment.,Foliage Clipping Through Doorway,"Outside the doorway, trees and foliage are visibly clipping through the window frame and the wall itself. This breaks immersion and suggests a problem with the level geometry or rendering pipeline. The clipping is noticeable and detracts from the visual quality of the scene. It's unclear if this affects gameplay, but it could potentially obstruct the player's view.","Environment (Doorway, Window, Foliage)","Ground truth bug: missing wall/frame part leading to window panes floating in air (geometry missing). Generated report: foliage meshes clipping through doorway/window/wall, immersion break. Different objects (trees vs window panes) and different issue (clipping overlap vs missing geometry). Therefore not same bug.",False
question___5a50397d-af4b-4074-84e4-31a72905272f,google/gemma-3-27b-it,"The character's head appears to be clipping through the wooden structure. The mesh of the head is intersecting with the mesh of the wooden bars, creating a visually jarring effect. This suggests an issue with collision detection or model positioning.",Character Head Clipping Through Wooden Structure,The character's head is visibly clipping through the wooden structure in the scene. This causes a significant visual distortion and breaks immersion. It's possible this could also affect gameplay if the character is meant to interact with the structure.,Character Model & Environment (Wooden Structure),"Ground truth describes a rendering issue where the character’s entire body is invisible except for eyeballs, teeth, and helmet. The generated report talks about the character’s head clipping through a wooden structure, implying the body is rendered but intersecting geometry. These are different visual problems (missing body vs. geometry clipping).",False
question___0904adfa-0be5-4744-9b54-a1e501ea4204,google/gemma-3-27b-it,"The texture on the wooden planks of the building appears to be stretched and distorted, particularly noticeable in the vertical direction. This suggests a problem with UV mapping or texture application.",Stretched/Distorted Wood Texture on Building,"The wood texture on the building's exterior is visibly stretched and distorted, creating a low-resolution and unnatural appearance. The stretching is most prominent on the vertical planks. This impacts the visual fidelity of the environment and breaks immersion. It may be caused by incorrect UV coordinates or a texture that is not scaled properly for the model.",Environment - Building Exterior (Wood Planks),"Ground truth bug concerns a character intersecting/clipping into a wall (collision/physics issue). Generated report concerns a stretched, low-resolution wood texture on a building (visual texture mapping issue). They describe completely different problems—no overlap in subject (character vs environment texture) or nature of defect (clipping vs texture distortion).",False
question___840d991a-a434-40e4-8c00-82948a9b0d5c,google/gemma-3-27b-it,"The character's face appears distorted, specifically around the eyes and mouth. The textures seem stretched and the facial features are not properly aligned, creating an unnatural and unsettling appearance. This suggests an issue with the character model's rigging or texture mapping.",Character Face Distortion - NPC 'Sydney',"The face of the NPC 'Sydney' is visibly distorted. The eyes appear sunken and the mouth is stretched, resulting in an unnatural facial expression. This distortion is noticeable during dialogue and close-up interactions. It breaks immersion and may indicate a problem with the character's facial animation or model.",Character Model (NPC 'Sydney'),"The ground truth bug is about the whole head being positioned incorrectly—clipping into the body with the neck missing. The generated report talks only about facial feature distortions (sunken eyes, stretched mouth) while the head remains in place. These are different anatomical issues and do not refer to the same underlying problem.",False
question___16ddab62-06cb-4cf2-8e6d-edaffd05267c,google/gemma-3-27b-it,"The character's textures appear to be heavily distorted and smeared, particularly on the arms and torso. This is likely a texture loading or rendering issue, causing the details to become blurred and stretched.",Character Texture Distortion - Yevhen Tijjolo,"The character 'Yevhen Tijjolo' is exhibiting significant texture distortion on their clothing and skin. The textures appear smeared and lack detail, creating a blurry and visually jarring effect. This is most noticeable on the arms and torso. This could potentially impact player immersion and readability of character details.",Character Model (Yevhen Tijjolo),"Ground truth issue concerns spatial rendering overlap: several characters occupy the same position, causing clipping. Generated report talks about texture quality problems (smeared, blurry textures) on a single character model. The phenomena, causes, and visual results are entirely different. Therefore they do not describe the same bug.",False
question___50ad8077-e22f-4721-a3a7-709ac900431d,google/gemma-3-27b-it,"The hanging corpse appears to be severely distorted and partially clipping through the wooden structure it's suspended from. The texture appears stretched and fragmented, particularly around the torso and legs. This suggests a problem with the model's rigging, texture application, or collision detection.",Distorted Hanging Corpse - Clipping and Texture Issues,"A hanging corpse is displaying significant graphical distortions. The body is stretched, fragmented, and partially clips through the wooden beam it is hanging from. The texture appears corrupted and does not conform to the model's shape. This is visually jarring and breaks immersion. It's unclear if this affects collision or interaction with the corpse, but it's a noticeable visual bug.",Corpse (Hanging Body),"Ground truth states that a dead animal (corpse) on the right is floating in the air – the issue is an incorrect position (floating). The generated report talks about a hanging corpse whose model is distorted, stretched, fragmented, and clipping through a beam, with corrupted textures. It focuses on model deformation and texture issues rather than the corpse’s position floating in mid-air. The core problems described are different, so they do not refer to the same bug.",False
question___b5a0fd4b-5048-43f9-932f-0e2657edfb6f,google/gemma-3-27b-it,"The zombie character appears to be clipping through the table. Parts of its body are intersecting with the table surface, which is not physically plausible.",Zombie Clipping Through Table,A zombie is clipping through a table in the environment. The zombie's legs and torso are intersecting with the table's surface. This breaks immersion and could potentially affect gameplay if the zombie gets stuck or if collision detection is impacted. The clipping is visually jarring and detracts from the game's quality.,Zombie Character & Environment (Table),"The ground truth describes TWO problems in one report: (1) flashlight becomes a square, stamping a flat textured patch, and (2) the zombie’s body clips through a table. The generated report only covers the second problem (zombie clipping) and makes no mention of the flashlight beam turning into a hard-edged square. Therefore it only partially overlaps and does not fully describe the same bug scenario outlined in the ground truth description.",False
question___e66972c3-9c07-4693-b728-801b0803d3fe,google/gemma-3-27b-it,"The character models appear to be distorted and stretched, particularly in the legs and arms. This suggests a problem with the skeletal mesh or animation blending.",Character Model Distortion - Stretched Limbs,"Character models are exhibiting significant distortion, with limbs appearing overly stretched and unnatural. This is visible on multiple characters within the scene. The distortion affects the visual fidelity and may indicate an issue with the character's rigging, animation, or collision detection. It could potentially impact gameplay if the distorted models interfere with movement or interactions.",Character Models,"The ground truth highlights two specific issues: (1) a character with blue gloves holds an invisible gun (missing weapon), and (2) another character's head clips into the ground. The generated report instead talks about general limb stretching and model distortion, with no mention of an invisible weapon or head clipping. Therefore, the generated report does not describe the same bugs as the ground truth.",False
question___ec6355ab-990e-43c6-a186-c8938f81e2cf,google/gemma-3-27b-it,"The texture on the truck's hood appears to be missing or corrupted, revealing a flat, untextured surface. This is a clear visual glitch as the truck should have a detailed hood texture.",Missing/Corrupted Texture on Vehicle Hood,"The texture for the hood of the yellow truck is missing or corrupted, resulting in a flat, untextured appearance. This significantly detracts from the visual fidelity of the vehicle. It's unclear if this affects other vehicles or is specific to this model/situation. The glitch is noticeable and impacts the overall visual quality of the game.",Vehicle (Truck - Hood),"Ground truth bug is about physics/collision issues: two cars intersecting (clipping) and a person hovering above the bonnet. Generated report talks about a missing or corrupted hood texture on a yellow truck, a graphical texture issue unrelated to clipping or floating characters. No overlap in core problem.",False
question___38a297c7-e5a8-40a2-91c3-3815dfbceca4,google/gemma-3-27b-it,"The image exhibits a strong, uniform red tint across the entire scene. This is not a natural lighting effect and appears to be a rendering error affecting the color palette.",Excessive Red Tint - Scene Color Distortion,"The entire scene is heavily tinted with a red color, obscuring the intended visual details and creating an unnatural appearance. This tint affects all objects and characters within the view. It may be caused by an issue with the post-processing effects, color grading, or a corrupted shader. This could impact player immersion and potentially make it difficult to distinguish important visual cues.",Entire Scene / Rendering Pipeline,Ground truth reports a positioning/animation issue where a character appears to float above the ground. The generated report instead talks about a visual color issue (red tint affecting the whole scene). These refer to entirely different problems: character placement vs global color rendering. There is no overlap in symptoms or underlying cause.,False
question___83830d94-f33b-43c7-8973-ccdf848aec07,google/gemma-3-27b-it,"The character models appear to be clipping through each other, specifically the character on the horse is partially inside the standing character. This indicates an issue with collision detection or model positioning.",Character Clipping - Models Intersecting,"Two character models are intersecting visually. The character on horseback is partially embedded within the standing character's body. This is noticeable and breaks immersion. It's unclear if this affects gameplay, but could potentially cause issues with interactions or animations.",Character Models,"Ground truth describes a single character whose lower body clips into a horse model and is also stuck in a T-pose. The generated report instead speaks of two character models intersecting, with a mounted character embedding into a standing character; no horse model or T-pose is mentioned. Thus the core scenario (character-horse merge + T-pose) is different from the reported issue (character-character intersection, no T-pose).",False
question___ac3161ae-8ff0-4134-a64f-795ca365eb3e,google/gemma-3-27b-it,The character's hand is clipping through the wall. This indicates a collision detection or model positioning issue where the character model is not correctly interacting with the environment.,Character Hand Clipping Through Wall,The character's left hand is visibly intersecting with the wall. This occurs when the character is standing near the corner of the wall. The clipping is noticeable and breaks immersion. It's possible this could lead to further issues if the character attempts to interact with objects near the clipping point.,Character Model & Environment (Wall),"The ground truth describes a bug where the character is frozen in a default rigging pose (A-pose or T-pose). The generated report instead talks about the character’s hand clipping through a wall during normal gameplay. This is a different issue (geometry intersection vs. animation pose freezing). There is no mention of default pose in the generated report, nor is wall-clipping referenced in the ground truth. Therefore, they do not describe the same bug.",False
question___c595b559-454b-4ed6-9f17-63b62cb851a5,google/gemma-3-27b-it,"The apple in the character's hand appears to have a significant texture issue. The texture is broken and distorted, with large black areas and a generally fragmented appearance. This is not a natural texture for an apple and suggests a problem with texture mapping or asset loading.",Apple Texture Corruption,"The texture on the apple held by the character is severely corrupted. The apple's surface is fragmented with large black areas, making it appear broken and unnatural. This detracts from the visual fidelity of the game and could be indicative of a larger issue with texture handling. It doesn't appear to impact gameplay directly, but is a noticeable visual flaw.",Apple (Prop),"Ground truth describes a positional/geometry problem: the apple intersects (clips through) the character’s hand. The generated report instead describes a texture problem: black, fragmented surface on the apple. These are different visual defects (clipping vs texture corruption) and do not refer to the same underlying bug.",False
question___8a5ee047-2d80-4ef7-a6f0-7699984ead7a,google/gemma-3-27b-it,"The vehicle appears to be clipping through the floor. The wheels are partially submerged, and the lower body of the car is intersecting with the ground plane. This indicates an issue with the vehicle's collision detection or positioning within the game world.",Vehicle Clipping Through Floor,"The vehicle is clipping through the floor in the current environment. The wheels and undercarriage are intersecting with the ground, creating a visual glitch. This may also impact vehicle physics or movement if the collision is actively being calculated while clipped. The issue is noticeable and detracts from the visual fidelity of the game.",Vehicle (Volkswagen Golf),"Ground truth: Front wheel clips into the car body; rear wheels clip with the ground. Generated report: describes the whole vehicle (wheels + undercarriage) clipping through the floor/ground, with no mention of a wheel intersecting the car body itself. The generated report therefore misses the specific front-wheel-into-car aspect and reframes the issue as a general vehicle-through-ground problem. Because the core details differ, they are not the same bug.",False
question___d1f4cd14-254d-4baa-8dc5-d30a37374c89,google/gemma-3-27b-it,The character's right arm appears to be clipping through the character's chest and the UI element behind it. This indicates a problem with the character model's collision or positioning relative to the camera and UI.,Character Arm Clipping Through Chest/UI,"The character model's right arm is visibly clipping through the character's chest and the UI element displaying 'БЛЮСТИТЕЛИ ПРАВДЫ'. This occurs during the character selection/preview screen. The clipping is noticeable and detracts from the visual quality. It may indicate an issue with the character's animation rigging, collision detection, or the UI's layering.","Character Model (Right Arm), UI Elements","Ground truth: character body mesh not rendered; only clothing pieces visible (invisible character). Generated report: character model visible but right arm clips through chest and UI; issue about animation/rigging and clipping, not invisibility. No overlap in core issue.",False
question___d42ad968-50d0-4eea-b237-7ad512d577e6,google/gemma-3-27b-it,"The helicopter's texture appears to be stretched and distorted, particularly on the tail boom and the main body. The texture seems to be applied incorrectly, causing a low-resolution and blurry appearance. This is especially noticeable on the curved surfaces.",Helicopter Texture Stretching/Distortion,"The helicopter model exhibits significant texture stretching and distortion. The textures appear low-resolution and blurry, particularly on the tail boom and the main body of the helicopter. This makes the helicopter look visually unappealing and detracts from the overall game quality. It may indicate an issue with UV mapping or texture resolution for this asset.",Helicopter,"The ground truth describes a visual bug where the helicopter lacks its main rotor blades while hovering, indicating a missing or invisible model component. The generated bug report, however, discusses texture stretching and low-resolution textures on the helicopter’s body and tail, pointing to UV/texture issues. These are entirely different problems—missing geometry vs. texture quality—so they do not describe the same bug.",False
question___4fa871fe-e780-4831-ae22-4b23cf205c2a,google/gemma-3-27b-it,"The character's arms appear to be clipping through their body, specifically the jacket and torso. This indicates an issue with the character's model or animation rigging.",Character Arm Clipping - Hoxton,"During gameplay, Hoxton's arms are clipping through his jacket and torso. This is visually distracting and suggests a problem with the character model's collision or animation. The clipping is noticeable when the character is holding a weapon. It doesn't appear to impact gameplay functionality, but it is a significant visual flaw.",Character Model (Hoxton),"Ground truth describes a bug where the character’s head is misplaced inside the body near the belly. The generated report instead describes the character’s arms clipping through the jacket/torso while holding a weapon. The body parts involved (head vs arms) and the situation (on the ground vs during normal gameplay with a weapon) differ, so they are not the same issue.",False
question___6830a364-34a0-4c86-9c8c-61c3bb1aafb9,google/gemma-3-27b-it,"The character's face appears to be distorted, with the mouth texture stretched and misaligned, creating an unnaturally large and unsettling grin. The eyes also appear to be floating and not properly integrated with the face. This suggests a problem with the character's facial rigging or texture mapping.",Character Face Distortion - Unnatural Grin,"The character's face is exhibiting a severe distortion, specifically around the mouth. The mouth texture is stretched and appears significantly larger than it should be, creating an exaggerated and disturbing grin. The eyes also appear to be misaligned and floating. This issue breaks immersion and may be indicative of a larger problem with the character's facial animation or model.",Character Model (Facial Rigging/Textures),"Ground truth bug is the complete absence of facial skin textures, leaving only eyeballs, teeth, and gums visible. The generated report describes a different problem: the facial skin is present but distorted (mouth texture stretched, eyes misaligned). No mention of skin being entirely missing or only internal parts being rendered. Therefore the two reports refer to different issues.",False
