custom_id,model_name,reasoning_model,bug_report_title,bug_report_description,affected_item,reasoning_judge,match
question___9d2b86ea-668b-4c2c-983a-387aea492aa2,gemini-2.5-flash-preview-04-17,"The character model on the left appears to be partially submerged or clipping through the ground texture, which is not the intended visual state for a character lying on the ground.",Character model clipping through ground,"A character model lying on the ground to the left of the player's view is visually clipping through the terrain. The lower half of the character's body, including legs and feet, appears to be merged with or submerged beneath the ground surface. This graphical issue affects the visual fidelity and realism of the scene.",Character model and environment (ground),"Both descriptions point to the same graphical defect: characters' lower bodies are sunk / clipped into the ground. The ground-truth mentions that this happens to three characters, while the generated report only calls out one, but the fundamental issue (character model lower body intersecting the terrain) is identical. The difference in the exact count of affected characters does not change the nature of the bug being described.",True
question___83830d94-f33b-43c7-8973-ccdf848aec07,gemini-2.5-flash-preview-04-17,"The character on the right is in a stiff, unnatural pose with arms outstretched horizontally while seemingly mounted on a horse. This appears to be a default animation pose (like a T-pose) that is incorrectly displayed instead of the proper riding animation.",Character stuck in T-pose while mounted,"A non-player character (NPC) or potentially a player character is observed in a T-pose or similar default animation state while riding a horse. The character's arms are held straight out to the sides, which is not the correct animation for being mounted. This visual glitch affects the character's appearance and breaks immersion.",Character model and animation system,"Both descriptions involve a character on a horse who is stuck in a T-pose, so they share that element. However, the ground truth also specifies a second, critical symptom: the character’s lower body is clipping/merged inside the horse’s body. The generated bug report never mentions this merging or clipping issue; it only discusses the T-pose. Because the generated report omits a key part of the ground-truth bug, they are not describing the exact same issue.",False
question___cf341a61-5553-407f-8141-6444d1297379,gemini-2.5-flash-preview-04-17,The liquid effect on the ground is visually intersecting and passing through the character model instead of flowing around or being occluded by it. This indicates a rendering or collision issue with the liquid effect and the character model.,Liquid effect clipping through dead character model,"A pool of liquid on the ground is rendering on top of and clipping through the body and armor of a dead character model. The liquid is visible through the character's torso and legs, breaking visual immersion.","Environment (liquid effect), Character Model (dead body)","Ground truth bug is about the ragdoll itself intersecting the ground – body parts sink or clip into the floor due to physics, giving an unnatural pose. The generated report instead talks about an environmental liquid effect appearing on top of or inside a dead body model; the body is intact, the issue is the liquid rendering through it. The core problems (ragdoll-ground intersection vs liquid-body intersection) are different objects and mechanisms, so they do not describe the same bug.",False
question___72aae6d5-b2f8-4e1c-b940-eb163486fa3a,gemini-2.5-flash-preview-04-17,The wooden support beam for the stairs appears to be clipping through the stairs themselves in multiple places. The stairs also seem slightly misaligned with the building wall they are attached to.,Stairs and Support Beam Clipping/Misalignment,"A large wooden beam supporting a set of stairs on the side of a building is visually clipping through the stair geometry. The stairs also show signs of misalignment with the building wall, appearing slightly detached in some areas.","Environment geometry (stairs, support beam)","The ground truth bug consists of two elements: (1) a character floating in mid-air and (2) a wooden beam clipping through the stairs. The generated report only covers the second element (beam clipping / stair misalignment) and omits the floating character issue entirely. Because it does not address the full core problem described in the ground truth, the two reports do not fully match.",False
question___5ec16bfe-1855-41fd-820c-c81cbec49ae5,gemini-2.5-flash-preview-04-17,The head of the character lying on the ground appears to be clipping through the terrain (grass and dirt). This is a common rendering issue where geometry intersects incorrectly.,Character model clipping through ground,A character model lying prone on the ground has their head visibly clipping through the surrounding grass and dirt texture. This visual bug affects the appearance of the character and the environment around them.,Character model,"Ground truth says a fallen person is partially clipping into the ground. Generated report states a prone character model has its head clipping through the ground texture. Both refer to a character lying on the ground intersecting/clipping with the terrain, describing the same visual issue. Minor wording differences do not change the core problem.",True
question___87fb490a-1abf-4ab3-8544-fdcc60592bf2,gemini-2.5-flash-preview-04-17,"The dog's front legs appear to be clipping through the ground or the character's arm, which is a common rendering issue where geometry intersects incorrectly.",Dog's front legs clipping through ground/character,"When the dog is near the armored character in the foreground, its front legs are not rendering correctly. They appear to be partially submerged in or clipping through the ground texture or potentially the character's arm, depending on the exact pose. This visual glitch breaks immersion.",Dog character model,"Ground truth issue states that multiple character models are intersecting with each other (character-to-character clipping). The generated report focuses on a single dog model whose front legs clip into the ground, and only secondarily mentions a possible intersection with an arm. The primary described problem is character-to-environment (ground) clipping, not multiple characters clipping into each other. Therefore the core issues do not align.",False
question___db1fa2b8-a5e1-4892-9908-fcdc3a7b65d9,gemini-2.5-flash-preview-04-17,"The character model on the black horse is not rendering correctly, resulting in the upper body (torso and head) appearing detached and floating above the lower body (legs attached to the horse). This indicates a visual glitch with the character's rendering or rigging.",Character torso detached from legs while mounted on horse,"When riding a horse, the character model's upper body (torso and head) is visually disconnected from the lower body (legs). The upper body appears to float above the saddle, with no visible connection to the legs which are correctly positioned on the horse. This graphical issue affects the character's appearance while mounted.",Character model,"Both reports concern a mounted rider, and both locate the problem at the junction between the upper and lower body. However, the ground-truth bug is specifically about the torso being spiral-twisted and pinched into a single point at the waist, with the upper body rotated 180°. The generated report instead describes the torso as cleanly detached and floating above the saddle, with no mention of twisting, pinching, or rotation. These are visually and technically different manifestations (twisting/collapse vs. separation/float), so they are not describing the same core issue.",False
question___6b40bbef-bd46-4f7e-b67c-82b122111d2c,gemini-2.5-flash-preview-04-17,"The character's hair geometry is intersecting with the geometry of the headwear they are wearing, causing the hair to be visible on top of the headwear.",Character hair clipping through headwear,"The character model exhibits a visual glitch where strands of hair clip through the headwear (appears to be a hat or headset) being worn. The hair is rendered on top of the headwear, breaking visual fidelity.",Character model (hair and headwear),"The ground truth describes a bug where a hand emerges from the desk/mouse pad holding a knife – an environmental/animation error. The generated report describes hair clipping through headwear on a character model, which is a completely different visual glitch. There is no overlap in objects (hand vs hair), scene (desk vs headwear), or type of clipping issue (emergent hand vs hair through hat). Therefore they do not describe the same bug.",False
question___0d8c9ce5-ca96-4234-8c77-2a5b0473bde5,gemini-2.5-flash-preview-04-17,"Upon careful examination of the provided screenshot, no visual glitches, rendering issues, or graphical artifacts are apparent on the game elements, environment, or user interface. The image appears to be a normal representation of the game state.",No visual glitches observed in screenshot,"Analysis of the screenshot did not reveal any visual bugs, such as texture issues, clipping, lighting errors, or UI rendering problems. The image appears as expected.",None,"The ground truth describes a specific visual bug where the tractor’s front wheel is missing/not rendered. The generated bug report claims that no visual glitches are observed and everything appears as expected, directly contradicting the ground truth. Therefore, they do not describe the same bug.",False
question___02983e91-c83d-4a83-a670-f07cd7df19db,gemini-2.5-flash-preview-04-17,The character's shadow is not correctly attached to the character model and appears to be floating slightly above and behind the character on the ground.,Character shadow detached and floating,The shadow cast by the player character is not rendering correctly. It is detached from the character model and appears to be floating slightly above the ground and positioned incorrectly relative to the character's feet.,Character shadow,"Ground truth describes the character model itself floating above the ground while sitting. The generated report describes only the character's shadow being detached and floating, with the character presumably in the correct position. These are different issues (model position vs. shadow rendering).",False
question___0904adfa-0be5-4744-9b54-a1e501ea4204,gemini-2.5-flash-preview-04-17,"The character model appears to be incomplete, with the lower parts of the arms missing, suggesting a rendering or model loading issue.",Character's lower arms are missing,The character standing behind the workbench has their lower arms (forearms and hands) missing. The arms appear to be cut off abruptly around the elbow area. This is a visual glitch affecting the character model's rendering.,Character model,"The ground truth bug concerns the character intersecting (clipping) with a wall, i.e., the character’s position causes it to penetrate geometry. The generated bug report instead talks about the character model missing its lower arms, a rendering/mesh issue unrelated to wall clipping. The core problems are different, with no overlap in symptoms or cause.",False
question___833366dc-ff2a-43f2-9b70-0b0db6875c61,gemini-2.5-flash-preview-04-17,"The character on the left has a large, bright white area covering their head and shoulder. This appears to be an incorrect rendering of a part of the character model or clothing, possibly due to a texture or material issue, or a clipping problem.",Character model rendering issue: Large white area obscuring head/shoulder,"A character model in the scene is displaying a large, solid white area that covers their head and left shoulder. This area is unnaturally bright and opaque, obscuring the details of the character underneath. This visual glitch is distracting and breaks immersion.",Character model,"Ground truth bug is about geometry clipping between a male character and a blue/cyan vehicle. The generated report describes a rendering artifact—a large solid white area obscuring part of a character’s body—with no mention of a vehicle, color blue/cyan, or clipping between two objects. The issues involve different visual symptoms and root causes, so they do not match.",False
question___b6e2c192-3d2b-4851-a44d-070fb8c3f4eb,gemini-2.5-flash-preview-04-17,"The arm of the kneeling character is visually intersecting with the body of the character lying on the ground. This is a common graphical issue known as clipping, where two objects or character models pass through each other instead of interacting realistically.",Character model clipping observed,"When one character model is in close proximity or interacting with another, parts of their geometry can clip through each other. In this specific instance, the right arm of the kneeling character is clipping through the torso of the character lying prone on the ground.",Character models,"The ground truth bug centers on the presence of two floating guns in the image (weapons appearing without being held). The generated report, however, discusses geometry clipping between two character models, specifically an arm clipping through a torso. The subject (floating weapons vs. model clipping) and the symptoms are entirely different, so they do not describe the same bug.",False
question___de7a8468-e1f3-44f9-9b21-462b0a281885,gemini-2.5-flash-preview-04-17,The player character's left arm is visibly clipping through the sink or counter in front of them. This indicates an issue with collision detection or model rendering where the character model is intersecting with the environment geometry.,Player character arm clips through sink/counter,"The player character's left arm is clipping through the sink or counter in the environment. This visual bug causes the arm model to intersect with the geometry of the sink, breaking immersion and potentially obscuring the view of the arm or weapon.",Player character model and environment geometry (sink/counter),"Both descriptions involve body-part clipping with a kitchen sink/counter, but the ground-truth bug is specifically about the character’s LEGS clipping into the sink, whereas the generated report describes the character’s ARM clipping. Because the specific manifestation (which limb is affected) differs, they are not describing the exact same bug instance.",False
question___70668d23-1d3c-4c5e-9b0c-6900155cbd8e,gemini-2.5-flash-preview-04-17,"A weapon is visible floating in mid-air near the center of the screen, which is not expected behavior for dropped or unequipped weapons in the game.",Weapon floating in mid-air,A sniper rifle (appears to be an AWP) is rendered floating in the air at approximately head height near the entrance of the building with the closed garage door. The weapon is not being held by any player and is suspended without any visible support.,Weapon (AWP or similar sniper rifle),"Both descriptions identify the same core problem: a sniper rifle (weapon) is floating in mid-air without being held by a player. The ground truth additionally notes that part of the barrel clips into a wall, while the generated report omits this clipping detail. However, the essential issue of the weapon floating is present in both, so they refer to the same bug.",True
question___36f97ecf-c5d0-4c52-a09d-ac6b079404c3,gemini-2.5-flash-preview-04-17,"The character model climbing the ladder appears to have their legs clipping through the ladder rungs, indicating a rendering or animation issue where the character's geometry is intersecting with the environment geometry incorrectly.",Character model clipping through ladder rungs,"When a character climbs the wooden ladder, their legs and feet clip through the individual rungs of the ladder instead of resting on them. This visual glitch causes the character's lower body to intersect with the ladder structure.",Character model and environment (ladder),"Both descriptions talk about the same situation: while the character climbs a wooden ladder, their legs intersect (clip) with the ladder instead of behaving correctly. The ground-truth also mentions an additional clipping with the wooden ledge and with a character already at the top, but these are extra manifestations of the same underlying bug (leg/character clipping during ladder ascent). The generated report captures the essential problem (legs/feet clipping through ladder rungs) even though it omits the ledge portion. Therefore they describe the same core bug.",True
question___67648933-8ff7-4cc5-9d95-311887b91f6a,gemini-2.5-flash-preview-04-17,"The black bull character model appears to be floating slightly above the ground, indicating a potential issue with character placement or animation alignment with the terrain.",Character Model Floating Above Ground,"A black bull character model is observed floating a short distance above the ground surface. Its feet are not in contact with the terrain, suggesting an incorrect vertical position or animation offset. This visual glitch affects the realism and immersion of the scene.",Black bull character model,"Both descriptions report that the black bull/black bull character model is floating above the ground, indicating an incorrect vertical position. The ground truth adds that a cow on the right also floats, but the core issue—the black bull floating—is fully captured by the generated report. Therefore, they describe the same bug, even if the generated report omits the secondary cow detail.",True
question___6830a364-34a0-4c86-9c8c-61c3bb1aafb9,gemini-2.5-flash-preview-04-17,"The character's face is not rendering correctly, showing only floating eyes and a mouth within a black void where the face should be. This indicates a visual glitch with the character model or texture loading.",Character face rendering glitch: Floating eyes and mouth,"A specific character model is exhibiting a visual bug where the facial features (eyes and mouth) appear detached and float within a black area that replaces the character's face. The rest of the character model (hair, body, clothing) appears to render correctly. This significantly distorts the character's appearance and is highly noticeable.",Character model (face/head),"Both descriptions refer to the same core visual defect: the face’s skin/geometry is missing so only internal features (eyes, mouth/teeth) are visible, giving the appearance of floating facial elements. The generated report’s mention of a black void replacing the face with detached eyes and mouth corresponds to the ground-truth statement that only eyeballs, teeth, and gums are rendered while the rest of the face is not. Therefore, they describe the same bug.",True
question___b5a0fd4b-5048-43f9-932f-0e2657edfb6f,gemini-2.5-flash-preview-04-17,"A large, translucent, distorted polygon is obscuring a significant portion of the game world, including characters and environment. This is not a standard game element and appears to be a rendering error.",Large polygonal artifact obscuring view,"A large, translucent, and distorted polygonal shape is rendered in the center of the screen, covering parts of the environment and characters. The artifact flickers and changes shape as the player moves, significantly impacting visibility and potentially gameplay.","Environment, Characters, Player View","Ground truth bug concerns two visual problems: (1) the flashlight’s beam is rendered as a hard-edged square patch of light rather than a smooth circular beam, and (2) a zombie character’s body intersects/clips through a table. The generated report describes a completely different symptom: a large translucent polygonal artifact that appears in the center of the screen, flickers, and obstructs view. It does not mention the flashlight’s beam shape, lighting behavior, or character clipping with a table. Conversely, the ground truth does not mention a persistent translucent polygon in the center of the screen. Therefore, the generated report does not describe the same bug(s).",False
question___82191d7a-17bc-463c-8595-aadf7774f3d8,gemini-2.5-flash-preview-04-17,The skinned animal carcass being carried by the character is positioned unnaturally above the head and appears to be clipping through the character's head or neck area. This suggests an issue with the item's placement or animation when carried.,Skinned Carcass Clips Through Character's Head When Carried,"When the player character picks up and carries a skinned animal carcass (specifically the one shown, which appears to be a coyote or similar size), the item is not held correctly in the hands or on the shoulder. Instead, it is positioned directly above the character's head, with the legs pointing upwards, and clips significantly through the character's head and neck model. This visual glitch is persistent while carrying the item.",Player character model and the skinned animal carcass item,"Both descriptions refer to the same core issue: when a character/person carries a dead animal, the animal’s position is wrong. The ground truth simply states the animal is positioned incorrectly while being carried. The generated report elaborates that the carcass floats above the character’s head and clips through, which is a specific manifestation of being positioned incorrectly. No conflicting details are present; the generated report is a more detailed account of the same positioning bug.",True
question___06f30afd-547a-48cc-9a3f-98eefc11f347,gemini-2.5-flash-preview-04-17,"There is a large, solid black patch obscuring part of the character's face, specifically around the left eye. This appears to be a rendering or texture issue with the character model.",Character face rendering glitch: Black patch obscures eye,"A visual glitch is present on the player character's face. A large, irregular black patch is rendered over the left eye and surrounding area, completely obscuring that part of the face. This graphical artifact is persistent and negatively impacts the character's appearance.",Character model (face texture/rendering),"Both descriptions point to the same core issue: a graphical/visual glitch on the character’s head/face where a dark object or black patch appears and obscures part of the face. The generated report’s mention of a ""large, irregular black patch"" over the left eye corresponds to the ground truth’s ""dark object coming outside"" the character’s head area, indicating the same clipping/rendering problem.",True
question___bb139a58-c006-4c44-bfb7-e95fd63806be,gemini-2.5-flash-preview-04-17,"Upon careful examination of the provided image and its crops, no visual glitches, rendering issues, texture problems, or clipping artifacts were observed. The characters, environment, and UI elements appear to be rendered correctly.",No graphical bugs found in screenshot,"The screenshot was analyzed for visual defects such as texture errors, clipping, lighting issues, or rendering artifacts. No such issues were identified; the image appears to be a standard representation of gameplay.",None,"The ground truth describes a clear rendering glitch where large portions of the right-side character (head, neck, torso) are missing. The generated bug report explicitly states that no graphical bugs were found in the screenshot. These statements are contradictory and refer to entirely different observations. Therefore, the generated report does not match the ground truth description.",False
